id,value,nearTokenId,createdAt
422992,2921937,btc.omft.near,2025-10-11 15:31:00
422993,57750,btc.omft.near,2025-10-11 15:31:00
422994,40000000,btc.omft.near,2025-10-11 15:31:01
422995,22298,btc.omft.near,2025-10-11 15:31:01
422996,30000000,btc.omft.near,2025-10-11 15:31:02
422997,104234,btc.omft.near,2025-10-11 15:31:02
422998,21000,btc.omft.near,2025-10-11 15:31:02
422999,40562,btc.omft.near,2025-10-11 15:31:02
423000,12100000,btc.omft.near,2025-10-11 15:31:02
423001,5843875,btc.omft.near,2025-10-11 15:31:02
423002,143381,btc.omft.near,2025-10-11 15:31:02
423003,20751,btc.omft.near,2025-10-11 15:31:02
423004,14750,btc.omft.near,2025-10-11 15:31:02
423005,2179873,btc.omft.near,2025-10-11 15:31:02
423033,30000,btc.omft.near,2025-10-11 15:36:03
423034,200000,btc.omft.near,2025-10-11 15:36:04
423035,1031802,btc.omft.near,2025-10-11 15:36:04
423036,14042,btc.omft.near,2025-10-11 15:36:04
423073,4450000,btc.omft.near,2025-10-11 15:39:54
423074,96000,btc.omft.near,2025-10-11 15:39:55
423075,160000,btc.omft.near,2025-10-11 15:39:55
423076,668458,btc.omft.near,2025-10-11 15:39:55
423100,81000,btc.omft.near,2025-10-11 15:43:10
423101,66500,btc.omft.near,2025-10-11 15:43:10
423102,71481,btc.omft.near,2025-10-11 15:43:10
423103,400000,btc.omft.near,2025-10-11 15:43:10
423125,300000,btc.omft.near,2025-10-11 15:45:57
423126,210000,btc.omft.near,2025-10-11 15:45:57
423325,54000,btc.omft.near,2025-10-11 16:15:02
423326,1000000,btc.omft.near,2025-10-11 16:15:02
423327,32000,btc.omft.near,2025-10-11 16:15:02
423328,161200,btc.omft.near,2025-10-11 16:15:02
423329,50000,btc.omft.near,2025-10-11 16:15:02
423330,10365,btc.omft.near,2025-10-11 16:15:02
423331,5000000,btc.omft.near,2025-10-11 16:15:02
423332,105959,btc.omft.near,2025-10-11 16:15:02
423333,895585,btc.omft.near,2025-10-11 16:15:02
423334,133000,btc.omft.near,2025-10-11 16:15:03
423335,2491454,btc.omft.near,2025-10-11 16:15:03
423336,100000,btc.omft.near,2025-10-11 16:15:03
423337,50000,btc.omft.near,2025-10-11 16:15:03
423339,92787,btc.omft.near,2025-10-11 16:15:03
423340,21853,btc.omft.near,2025-10-11 16:15:03
423341,468433,btc.omft.near,2025-10-11 16:15:04
423342,35504,btc.omft.near,2025-10-11 16:15:04
423343,35530,btc.omft.near,2025-10-11 16:15:04
423344,30000,btc.omft.near,2025-10-11 16:15:04
423345,55600,btc.omft.near,2025-10-11 16:15:04
423346,124689,btc.omft.near,2025-10-11 16:15:05
423347,10000,btc.omft.near,2025-10-11 16:15:05
423348,14208,btc.omft.near,2025-10-11 16:15:05
423349,25523,btc.omft.near,2025-10-11 16:15:05
423350,12530,btc.omft.near,2025-10-11 16:15:05
423351,6680000,btc.omft.near,2025-10-11 16:15:05
423352,152000,btc.omft.near,2025-10-11 16:15:05
423353,73261,btc.omft.near,2025-10-11 16:15:05
423354,92297,btc.omft.near,2025-10-11 16:15:05
423355,50000,btc.omft.near,2025-10-11 16:15:05
423356,36000,btc.omft.near,2025-10-11 16:15:05
423360,9998600,btc.omft.near,2025-10-11 16:15:50
423432,103000,btc.omft.near,2025-10-11 16:27:57
423433,230500,btc.omft.near,2025-10-11 16:27:57
423434,3600000,btc.omft.near,2025-10-11 16:27:57
423435,277000,btc.omft.near,2025-10-11 16:27:57
423436,108000,btc.omft.near,2025-10-11 16:27:58
423437,124785,btc.omft.near,2025-10-11 16:27:58
423438,100000,btc.omft.near,2025-10-11 16:27:58
423440,89000,btc.omft.near,2025-10-11 16:27:59
423441,40065,btc.omft.near,2025-10-11 16:27:59
423442,120000,btc.omft.near,2025-10-11 16:27:59
423443,400000,btc.omft.near,2025-10-11 16:27:59
423444,82062,btc.omft.near,2025-10-11 16:27:59
423445,187000,btc.omft.near,2025-10-11 16:27:59
423476,830553,btc.omft.near,2025-10-11 16:33:34
423477,1000000,btc.omft.near,2025-10-11 16:33:35
423478,90000,btc.omft.near,2025-10-11 16:33:35
423479,1193000,btc.omft.near,2025-10-11 16:33:35
423480,102500,btc.omft.near,2025-10-11 16:33:35
423481,50000,btc.omft.near,2025-10-11 16:33:35
423482,1930000,btc.omft.near,2025-10-11 16:33:35
423493,90000,btc.omft.near,2025-10-11 16:34:56
423494,200000,btc.omft.near,2025-10-11 16:34:56
423502,84000,btc.omft.near,2025-10-11 16:36:50
423503,3193148,btc.omft.near,2025-10-11 16:36:50
423504,4500000,btc.omft.near,2025-10-11 16:36:50
423505,17555,btc.omft.near,2025-10-11 16:36:50
423506,11119,btc.omft.near,2025-10-11 16:36:50
423618,174558,btc.omft.near,2025-10-11 16:53:23
423619,2546330,btc.omft.near,2025-10-11 16:53:23
423620,500000,btc.omft.near,2025-10-11 16:53:23
423621,25071,btc.omft.near,2025-10-11 16:53:23
423622,65000,btc.omft.near,2025-10-11 16:53:23
423623,2000000,btc.omft.near,2025-10-11 16:53:23
423624,12311,btc.omft.near,2025-10-11 16:53:23
423625,29823,btc.omft.near,2025-10-11 16:53:23
423626,50250,btc.omft.near,2025-10-11 16:53:23
423648,3399626,btc.omft.near,2025-10-11 16:57:36
423649,17912,btc.omft.near,2025-10-11 16:57:36
423650,10000,btc.omft.near,2025-10-11 16:57:36
423651,79000,btc.omft.near,2025-10-11 16:57:36
423652,49500,btc.omft.near,2025-10-11 16:57:36
423753,67113,btc.omft.near,2025-10-11 17:17:53
423754,20000,btc.omft.near,2025-10-11 17:17:53
423755,12400,btc.omft.near,2025-10-11 17:17:53
423756,18698,btc.omft.near,2025-10-11 17:17:53
423757,11625,btc.omft.near,2025-10-11 17:17:54
423758,20000,btc.omft.near,2025-10-11 17:17:54
423759,12861,btc.omft.near,2025-10-11 17:17:54
423760,1520000,btc.omft.near,2025-10-11 17:17:54
423761,36367,btc.omft.near,2025-10-11 17:17:54
423762,2206000,btc.omft.near,2025-10-11 17:17:54
423763,20000,btc.omft.near,2025-10-11 17:17:54
423764,164186,btc.omft.near,2025-10-11 17:17:55
423765,10334,btc.omft.near,2025-10-11 17:17:55
423766,48000,btc.omft.near,2025-10-11 17:17:55
423767,99999718,btc.omft.near,2025-10-11 17:17:55
423825,175675,btc.omft.near,2025-10-11 17:27:31
423826,14363,btc.omft.near,2025-10-11 17:27:31
423827,21667,btc.omft.near,2025-10-11 17:27:31
423828,190000,btc.omft.near,2025-10-11 17:27:31
423902,10000,btc.omft.near,2025-10-11 17:42:26
423903,20000,btc.omft.near,2025-10-11 17:42:26
423904,10934,btc.omft.near,2025-10-11 17:42:26
423905,2000000,btc.omft.near,2025-10-11 17:42:26
423906,2100000,btc.omft.near,2025-10-11 17:42:26
423907,7610458,btc.omft.near,2025-10-11 17:42:26
423908,520000,btc.omft.near,2025-10-11 17:42:27
423909,40000000,btc.omft.near,2025-10-11 17:42:27
423910,17829,btc.omft.near,2025-10-11 17:42:27
423911,200000,btc.omft.near,2025-10-11 17:42:27
423912,238300,btc.omft.near,2025-10-11 17:42:27
423913,13696,btc.omft.near,2025-10-11 17:42:27
423914,13366,btc.omft.near,2025-10-11 17:42:27
424028,95929,btc.omft.near,2025-10-11 18:03:36
424030,37000,btc.omft.near,2025-10-11 18:03:56
424031,82919,btc.omft.near,2025-10-11 18:03:56
424032,34000,btc.omft.near,2025-10-11 18:03:56
424033,2000000,btc.omft.near,2025-10-11 18:03:56
424034,21980000,btc.omft.near,2025-10-11 18:03:56
424037,159534,btc.omft.near,2025-10-11 18:03:56
424038,41900,btc.omft.near,2025-10-11 18:03:56
424039,11000,btc.omft.near,2025-10-11 18:03:57
424040,2500000,btc.omft.near,2025-10-11 18:03:57
424041,46262,btc.omft.near,2025-10-11 18:03:57
424042,1000000,btc.omft.near,2025-10-11 18:03:57
424064,10000,btc.omft.near,2025-10-11 18:07:22
424065,517812,btc.omft.near,2025-10-11 18:07:23
424066,119176,btc.omft.near,2025-10-11 18:07:25
424152,126400,btc.omft.near,2025-10-11 18:19:52
424153,50000,btc.omft.near,2025-10-11 18:19:53
424154,1700000,btc.omft.near,2025-10-11 18:19:53
424155,3610000,btc.omft.near,2025-10-11 18:19:53
424156,166710,btc.omft.near,2025-10-11 18:19:53
424157,229000,btc.omft.near,2025-10-11 18:19:53
424158,20000,btc.omft.near,2025-10-11 18:19:54
424159,520000,btc.omft.near,2025-10-11 18:19:54
424160,10000,btc.omft.near,2025-10-11 18:19:54
424161,135000,btc.omft.near,2025-10-11 18:19:54
424162,12034,btc.omft.near,2025-10-11 18:19:54
424163,12000,btc.omft.near,2025-10-11 18:19:54
424164,24069,btc.omft.near,2025-10-11 18:19:54
424165,89000,btc.omft.near,2025-10-11 18:19:54
424166,17240,btc.omft.near,2025-10-11 18:19:54
424167,44628344,btc.omft.near,2025-10-11 18:19:55
424168,455000,btc.omft.near,2025-10-11 18:19:55
424188,1545000,btc.omft.near,2025-10-11 18:23:56
424189,555000,btc.omft.near,2025-10-11 18:23:56
424190,140000,btc.omft.near,2025-10-11 18:23:56
424191,234800,btc.omft.near,2025-10-11 18:23:56
424212,10708070,btc.omft.near,2025-10-11 18:27:51
424213,30000,btc.omft.near,2025-10-11 18:27:51
424214,140000,btc.omft.near,2025-10-11 18:27:51
424246,55547000,btc.omft.near,2025-10-11 18:34:56
424247,900000,btc.omft.near,2025-10-11 18:34:56
424248,200000,btc.omft.near,2025-10-11 18:34:56
424249,254000,btc.omft.near,2025-10-11 18:34:56
424250,900000,btc.omft.near,2025-10-11 18:34:56
424251,99999592,btc.omft.near,2025-10-11 18:34:56
424252,4462795,btc.omft.near,2025-10-11 18:34:57
424317,10000,btc.omft.near,2025-10-11 18:45:53
424318,34000,btc.omft.near,2025-10-11 18:45:53
424319,11159,btc.omft.near,2025-10-11 18:45:54
424320,200000,btc.omft.near,2025-10-11 18:45:54
424321,7320000,btc.omft.near,2025-10-11 18:45:54
424322,1672486,btc.omft.near,2025-10-11 18:45:54
424323,1000000,btc.omft.near,2025-10-11 18:45:54
424324,97706,btc.omft.near,2025-10-11 18:45:54
424325,12027,btc.omft.near,2025-10-11 18:45:54
424326,9000000,btc.omft.near,2025-10-11 18:45:54
424437,206000,btc.omft.near,2025-10-11 19:02:53
424439,80922,btc.omft.near,2025-10-11 19:02:55
424440,117000,btc.omft.near,2025-10-11 19:02:55
424441,26535,btc.omft.near,2025-10-11 19:02:55
424442,16214,btc.omft.near,2025-10-11 19:02:55
424443,16900,btc.omft.near,2025-10-11 19:02:55
424444,10000,btc.omft.near,2025-10-11 19:02:55
424445,8750080,btc.omft.near,2025-10-11 19:02:55
424446,2700000,btc.omft.near,2025-10-11 19:02:55
424447,8833000,btc.omft.near,2025-10-11 19:02:55
424448,2698500,btc.omft.near,2025-10-11 19:02:55
424449,51827,btc.omft.near,2025-10-11 19:02:55
424450,107000,btc.omft.near,2025-10-11 19:02:55
424451,196650,btc.omft.near,2025-10-11 19:02:55
424452,20530,btc.omft.near,2025-10-11 19:02:55
424453,800000,btc.omft.near,2025-10-11 19:02:56
424517,124900,btc.omft.near,2025-10-11 19:11:04
424522,8900000,btc.omft.near,2025-10-11 19:11:22
424523,270000,btc.omft.near,2025-10-11 19:11:22
424524,10000,btc.omft.near,2025-10-11 19:11:22
424525,2738729,btc.omft.near,2025-10-11 19:11:24
424650,278753,btc.omft.near,2025-10-11 19:27:53
424651,18640,btc.omft.near,2025-10-11 19:27:53
424652,10000,btc.omft.near,2025-10-11 19:27:54
424653,1400000,btc.omft.near,2025-10-11 19:27:54
424654,135000,btc.omft.near,2025-10-11 19:27:54
424655,800000,btc.omft.near,2025-10-11 19:27:56
424656,183200,btc.omft.near,2025-10-11 19:27:56
424657,250000,btc.omft.near,2025-10-11 19:27:56
424658,10000,btc.omft.near,2025-10-11 19:27:56
424659,10000,btc.omft.near,2025-10-11 19:27:56
424660,55000,btc.omft.near,2025-10-11 19:27:56
424661,57100,btc.omft.near,2025-10-11 19:27:56
424662,99999592,btc.omft.near,2025-10-11 19:27:57
424663,16538,btc.omft.near,2025-10-11 19:27:57
424740,13057,btc.omft.near,2025-10-11 19:40:25
424741,3569797,btc.omft.near,2025-10-11 19:40:25
424742,10000,btc.omft.near,2025-10-11 19:40:25
424743,700000,btc.omft.near,2025-10-11 19:40:25
424744,18800000,btc.omft.near,2025-10-11 19:40:26
424745,224000,btc.omft.near,2025-10-11 19:40:26
424880,50000,btc.omft.near,2025-10-11 20:01:29
424881,92950,btc.omft.near,2025-10-11 20:01:29
424882,11228,btc.omft.near,2025-10-11 20:01:29
424883,100000,btc.omft.near,2025-10-11 20:01:29
424884,120000,btc.omft.near,2025-10-11 20:01:29
424885,100000,btc.omft.near,2025-10-11 20:01:29
424886,130000,btc.omft.near,2025-10-11 20:01:29
424887,889470,btc.omft.near,2025-10-11 20:01:29
424888,1000000,btc.omft.near,2025-10-11 20:01:30
424889,5216745,btc.omft.near,2025-10-11 20:01:30
424890,41875,btc.omft.near,2025-10-11 20:01:30
424952,10000,btc.omft.near,2025-10-11 20:09:24
424953,138455,btc.omft.near,2025-10-11 20:09:25
424954,38000,btc.omft.near,2025-10-11 20:09:25
424955,17285,btc.omft.near,2025-10-11 20:09:25
424956,150000000,btc.omft.near,2025-10-11 20:09:25
424957,41000,btc.omft.near,2025-10-11 20:09:25
424958,12339,btc.omft.near,2025-10-11 20:09:25
424959,50000,btc.omft.near,2025-10-11 20:09:25
425029,940000,btc.omft.near,2025-10-11 20:19:17
425030,20232552,btc.omft.near,2025-10-11 20:19:18
425031,4900000,btc.omft.near,2025-10-11 20:19:18
425032,70000,btc.omft.near,2025-10-11 20:19:19
425033,40000,btc.omft.near,2025-10-11 20:19:19
425034,6994000,btc.omft.near,2025-10-11 20:19:19
425035,940000,btc.omft.near,2025-10-11 20:19:19
425036,184500,btc.omft.near,2025-10-11 20:19:19
425037,6200000,btc.omft.near,2025-10-11 20:19:19
425038,19661,btc.omft.near,2025-10-11 20:19:19
425039,341584,btc.omft.near,2025-10-11 20:19:19
425040,5987463,btc.omft.near,2025-10-11 20:19:19
425048,58900000,btc.omft.near,2025-10-11 20:20:35
425190,74304,btc.omft.near,2025-10-11 20:44:46
425194,15000,btc.omft.near,2025-10-11 20:44:54
425195,80000,btc.omft.near,2025-10-11 20:44:54
425196,30000000,btc.omft.near,2025-10-11 20:44:55
425197,62721,btc.omft.near,2025-10-11 20:44:56
425198,542100,btc.omft.near,2025-10-11 20:44:56
425199,420000,btc.omft.near,2025-10-11 20:44:56
425200,45000,btc.omft.near,2025-10-11 20:44:56
425201,65082,btc.omft.near,2025-10-11 20:44:56
425202,180486,btc.omft.near,2025-10-11 20:44:56
425203,2997700,btc.omft.near,2025-10-11 20:44:56
425204,11125,btc.omft.near,2025-10-11 20:44:56
425205,150000,btc.omft.near,2025-10-11 20:44:56
425206,500000,btc.omft.near,2025-10-11 20:44:56
425207,1300000,btc.omft.near,2025-10-11 20:44:56
425208,23961,btc.omft.near,2025-10-11 20:44:56
425209,30000,btc.omft.near,2025-10-11 20:44:56
425210,672361,btc.omft.near,2025-10-11 20:44:56
425229,200000,btc.omft.near,2025-10-11 20:48:16
425230,137181,btc.omft.near,2025-10-11 20:48:16
425231,5026123,btc.omft.near,2025-10-11 20:48:17
425232,70876,btc.omft.near,2025-10-11 20:48:17
425233,5000000,btc.omft.near,2025-10-11 20:48:17
425288,28858,btc.omft.near,2025-10-11 20:58:23
425289,1740000,btc.omft.near,2025-10-11 20:58:23
425290,896000,btc.omft.near,2025-10-11 20:58:23
425291,47200,btc.omft.near,2025-10-11 20:58:24
425292,100000,btc.omft.near,2025-10-11 20:58:24
425293,12000,btc.omft.near,2025-10-11 20:58:24
425294,73000,btc.omft.near,2025-10-11 20:58:24
425295,201793,btc.omft.near,2025-10-11 20:58:24
425296,19000,btc.omft.near,2025-10-11 20:58:24
425297,437000,btc.omft.near,2025-10-11 20:58:24
425298,12803,btc.omft.near,2025-10-11 20:58:24
425334,17464,btc.omft.near,2025-10-11 21:03:13
425335,11054649,btc.omft.near,2025-10-11 21:03:13
425336,6827935,btc.omft.near,2025-10-11 21:03:13
425413,1298510,btc.omft.near,2025-10-11 21:12:25
425414,2500000,btc.omft.near,2025-10-11 21:12:25
425415,111274,btc.omft.near,2025-10-11 21:12:25
425416,4300000,btc.omft.near,2025-10-11 21:12:25
425417,3889000,btc.omft.near,2025-10-11 21:12:25
425418,19000,btc.omft.near,2025-10-11 21:12:25
425419,99977,btc.omft.near,2025-10-11 21:12:25
425420,12300000,btc.omft.near,2025-10-11 21:12:25
425482,119642,btc.omft.near,2025-10-11 21:22:47
425483,44694,btc.omft.near,2025-10-11 21:22:47
425484,1244700,btc.omft.near,2025-10-11 21:22:47
425485,50000,btc.omft.near,2025-10-11 21:22:47
425486,20000,btc.omft.near,2025-10-11 21:22:47
425488,855000,btc.omft.near,2025-10-11 21:22:47
425489,250000,btc.omft.near,2025-10-11 21:22:47
425490,4172272,btc.omft.near,2025-10-11 21:22:47
425491,104733,btc.omft.near,2025-10-11 21:22:47
425492,2954413,btc.omft.near,2025-10-11 21:22:47
425517,920000,btc.omft.near,2025-10-11 21:28:40
425518,100000000,btc.omft.near,2025-10-11 21:28:41
425519,62000,btc.omft.near,2025-10-11 21:28:41
425521,266000,btc.omft.near,2025-10-11 21:28:41
425522,648823,btc.omft.near,2025-10-11 21:28:42
425523,1477206,btc.omft.near,2025-10-11 21:28:42
425605,44000,btc.omft.near,2025-10-11 21:39:16
425606,22000,btc.omft.near,2025-10-11 21:39:16
425607,44500,btc.omft.near,2025-10-11 21:39:17
425608,92000,btc.omft.near,2025-10-11 21:39:17
425609,701000,btc.omft.near,2025-10-11 21:39:17
425610,50000,btc.omft.near,2025-10-11 21:39:17
425611,65000,btc.omft.near,2025-10-11 21:39:17
425612,5600000,btc.omft.near,2025-10-11 21:39:17
425613,7000000,btc.omft.near,2025-10-11 21:39:17
425614,6827935,btc.omft.near,2025-10-11 21:39:17
425684,20000,btc.omft.near,2025-10-11 21:50:23
425685,17034,btc.omft.near,2025-10-11 21:50:24
425686,614829,btc.omft.near,2025-10-11 21:50:24
425687,64365,btc.omft.near,2025-10-11 21:50:24
425688,255371,btc.omft.near,2025-10-11 21:50:24
425689,51040,btc.omft.near,2025-10-11 21:50:24
425690,12147,btc.omft.near,2025-10-11 21:50:24
425691,50000000,btc.omft.near,2025-10-11 21:50:25
425692,14000,btc.omft.near,2025-10-11 21:50:25
425693,180000,btc.omft.near,2025-10-11 21:50:25
425694,449170,btc.omft.near,2025-10-11 21:50:25
425697,727000,btc.omft.near,2025-10-11 21:51:21
425701,75000,btc.omft.near,2025-10-11 21:52:04
425764,455114,btc.omft.near,2025-10-11 22:02:23
425765,5786547,btc.omft.near,2025-10-11 22:02:23
425766,2385736,btc.omft.near,2025-10-11 22:02:24
425767,11400,btc.omft.near,2025-10-11 22:02:24
425768,100000000,btc.omft.near,2025-10-11 22:02:24
425769,13900,btc.omft.near,2025-10-11 22:02:24
425770,12000,btc.omft.near,2025-10-11 22:02:25
425771,90000,btc.omft.near,2025-10-11 22:02:25
425772,29875,btc.omft.near,2025-10-11 22:02:25
425773,11046,btc.omft.near,2025-10-11 22:02:25
425774,10000,btc.omft.near,2025-10-11 22:02:25
425800,1900000,btc.omft.near,2025-10-11 22:06:05
425801,12011,btc.omft.near,2025-10-11 22:06:05
425802,12000,btc.omft.near,2025-10-11 22:06:05
425893,151000,btc.omft.near,2025-10-11 22:19:16
425894,540000,btc.omft.near,2025-10-11 22:19:16
425895,200000,btc.omft.near,2025-10-11 22:19:16
425896,186000,btc.omft.near,2025-10-11 22:19:16
425897,745476,btc.omft.near,2025-10-11 22:19:16
425898,283527,btc.omft.near,2025-10-11 22:19:17
425899,4175400,btc.omft.near,2025-10-11 22:19:17
425900,440000,btc.omft.near,2025-10-11 22:19:17
425901,10000,btc.omft.near,2025-10-11 22:19:17
425902,17459,btc.omft.near,2025-10-11 22:19:17
425903,879250,btc.omft.near,2025-10-11 22:19:17
425904,130000,btc.omft.near,2025-10-11 22:19:17
425905,44444,btc.omft.near,2025-10-11 22:19:17
426024,5737,btc.omft.near,2025-10-11 22:40:18
426016,19100,btc.omft.near,2025-10-11 22:40:17
426017,10271,btc.omft.near,2025-10-11 22:40:17
426018,483000,btc.omft.near,2025-10-11 22:40:17
426019,42513,btc.omft.near,2025-10-11 22:40:18
426020,10751,btc.omft.near,2025-10-11 22:40:18
426021,5000000,btc.omft.near,2025-10-11 22:40:18
426022,15645,btc.omft.near,2025-10-11 22:40:18
426023,10000,btc.omft.near,2025-10-11 22:40:18
426025,25000000,btc.omft.near,2025-10-11 22:40:18
426026,2036047,btc.omft.near,2025-10-11 22:40:18
426027,37750,btc.omft.near,2025-10-11 22:40:19
426028,64951,btc.omft.near,2025-10-11 22:40:19
426029,54200,btc.omft.near,2025-10-11 22:40:19
426030,20000,btc.omft.near,2025-10-11 22:40:19
426031,20000,btc.omft.near,2025-10-11 22:40:19
426032,100000000,btc.omft.near,2025-10-11 22:40:19
426033,21796,btc.omft.near,2025-10-11 22:40:19
426034,48000,btc.omft.near,2025-10-11 22:40:19
426035,324272,btc.omft.near,2025-10-11 22:40:19
426044,1479000,btc.omft.near,2025-10-11 22:42:04
426045,323507,btc.omft.near,2025-10-11 22:42:05
426056,40000,btc.omft.near,2025-10-11 22:43:37
426057,436530,btc.omft.near,2025-10-11 22:43:37
426169,14327,btc.omft.near,2025-10-11 23:05:52
426170,39000,btc.omft.near,2025-10-11 23:05:52
426171,100000,btc.omft.near,2025-10-11 23:05:53
426172,350000,btc.omft.near,2025-10-11 23:05:54
426173,10000,btc.omft.near,2025-10-11 23:05:54
426174,1537290,btc.omft.near,2025-10-11 23:05:54
426175,900000,btc.omft.near,2025-10-11 23:05:54
426176,20103,btc.omft.near,2025-10-11 23:05:54
426177,10000,btc.omft.near,2025-10-11 23:05:54
426178,13978,btc.omft.near,2025-10-11 23:05:54
426179,86911,btc.omft.near,2025-10-11 23:05:55
426180,50000,btc.omft.near,2025-10-11 23:05:55
426181,50000,btc.omft.near,2025-10-11 23:05:55
426182,881006,btc.omft.near,2025-10-11 23:05:55
426183,28654,btc.omft.near,2025-10-11 23:05:55
426184,1351197,btc.omft.near,2025-10-11 23:05:55
426185,20103,btc.omft.near,2025-10-11 23:05:55
426186,10000,btc.omft.near,2025-10-11 23:05:55
426284,36963,btc.omft.near,2025-10-11 23:26:20
426285,31900,btc.omft.near,2025-10-11 23:26:20
426286,338000,btc.omft.near,2025-10-11 23:26:20
426287,100000000,btc.omft.near,2025-10-11 23:26:20
426288,23000,btc.omft.near,2025-10-11 23:26:21
426289,1500000,btc.omft.near,2025-10-11 23:26:21
426294,920000,btc.omft.near,2025-10-11 23:28:20
426295,1800601,btc.omft.near,2025-10-11 23:28:20
426311,1127500,btc.omft.near,2025-10-11 23:32:04
426312,27000,btc.omft.near,2025-10-11 23:32:04
426313,19000,btc.omft.near,2025-10-11 23:32:04
426336,2150000,btc.omft.near,2025-10-11 23:38:39
426337,70000,btc.omft.near,2025-10-11 23:38:39
426338,44846,btc.omft.near,2025-10-11 23:38:40
426339,85000,btc.omft.near,2025-10-11 23:38:40
426340,24797,btc.omft.near,2025-10-11 23:38:40
426364,71481,btc.omft.near,2025-10-11 23:43:59
426365,448603,btc.omft.near,2025-10-11 23:43:59
426366,10000,btc.omft.near,2025-10-11 23:43:59
426367,19092,btc.omft.near,2025-10-11 23:43:59
426425,35110262,btc.omft.near,2025-10-11 23:55:58
426426,110283458,btc.omft.near,2025-10-11 23:55:58
426427,1000000,btc.omft.near,2025-10-11 23:55:58
426428,45200,btc.omft.near,2025-10-11 23:55:58
426429,536100,btc.omft.near,2025-10-11 23:55:58
426430,76766,btc.omft.near,2025-10-11 23:55:58
426431,810000,btc.omft.near,2025-10-11 23:55:58
426432,160000,btc.omft.near,2025-10-11 23:55:58
426473,20000,btc.omft.near,2025-10-12 0:06:56
426474,70000,btc.omft.near,2025-10-12 0:06:56
426475,39400000,btc.omft.near,2025-10-12 0:06:56
426476,100000,btc.omft.near,2025-10-12 0:06:56
426477,1503217,btc.omft.near,2025-10-12 0:06:57
426478,5000000,btc.omft.near,2025-10-12 0:06:57
426483,41500,btc.omft.near,2025-10-12 0:08:34
426490,200000000,btc.omft.near,2025-10-12 0:09:36
426514,32000,btc.omft.near,2025-10-12 0:16:39
426515,46500,btc.omft.near,2025-10-12 0:16:40
426516,200000000,btc.omft.near,2025-10-12 0:16:40
426517,10000,btc.omft.near,2025-10-12 0:16:40
426518,94000,btc.omft.near,2025-10-12 0:16:40
426519,1500000,btc.omft.near,2025-10-12 0:16:40
426520,65000,btc.omft.near,2025-10-12 0:16:40
426578,10000,btc.omft.near,2025-10-12 0:31:59
426579,3500000,btc.omft.near,2025-10-12 0:31:59
426580,85000,btc.omft.near,2025-10-12 0:31:59
426581,52000,btc.omft.near,2025-10-12 0:31:59
426582,286787,btc.omft.near,2025-10-12 0:31:59
426583,1679650,btc.omft.near,2025-10-12 0:32:00
426584,100000,btc.omft.near,2025-10-12 0:32:00
426585,200000000,btc.omft.near,2025-10-12 0:32:00
426586,1000000,btc.omft.near,2025-10-12 0:32:00
426587,5000000,btc.omft.near,2025-10-12 0:32:00
426588,1955000,btc.omft.near,2025-10-12 0:32:00
426675,182300,btc.omft.near,2025-10-12 0:55:48
426676,2357600,btc.omft.near,2025-10-12 0:55:49
426677,11000,btc.omft.near,2025-10-12 0:55:49
426678,200143,btc.omft.near,2025-10-12 0:55:49
426679,200000000,btc.omft.near,2025-10-12 0:55:49
426680,10075,btc.omft.near,2025-10-12 0:55:50
426681,50000,btc.omft.near,2025-10-12 0:55:50
426682,24200,btc.omft.near,2025-10-12 0:55:50
426683,25000,btc.omft.near,2025-10-12 0:55:50
426684,54340,btc.omft.near,2025-10-12 0:55:50
426685,200143,btc.omft.near,2025-10-12 0:55:50
426686,602879,btc.omft.near,2025-10-12 0:55:50
426687,212541,btc.omft.near,2025-10-12 0:55:50
426688,40000,btc.omft.near,2025-10-12 0:55:50
426689,53000,btc.omft.near,2025-10-12 0:55:50
426713,199994000,btc.omft.near,2025-10-12 1:02:38
426714,7000000,btc.omft.near,2025-10-12 1:02:38
426715,1031656,btc.omft.near,2025-10-12 1:02:39
426716,171391,btc.omft.near,2025-10-12 1:02:39
426717,350000,btc.omft.near,2025-10-12 1:02:39
426753,101151,btc.omft.near,2025-10-12 1:12:09
426755,25000000,btc.omft.near,2025-10-12 1:12:11
426756,42000,btc.omft.near,2025-10-12 1:12:11
426757,36000,btc.omft.near,2025-10-12 1:12:12
426758,1063891,btc.omft.near,2025-10-12 1:12:12
426759,200000,btc.omft.near,2025-10-12 1:12:12
426801,600000,btc.omft.near,2025-10-12 1:22:21
426802,42930,btc.omft.near,2025-10-12 1:22:21
426803,3000000,btc.omft.near,2025-10-12 1:22:21
426804,109838,btc.omft.near,2025-10-12 1:22:21
426890,315082,btc.omft.near,2025-10-12 1:41:44
426891,50000,btc.omft.near,2025-10-12 1:41:45
426892,41828,btc.omft.near,2025-10-12 1:41:45
426893,32673,btc.omft.near,2025-10-12 1:41:45
426894,38182,btc.omft.near,2025-10-12 1:41:45
426895,20000,btc.omft.near,2025-10-12 1:41:45
426896,40000,btc.omft.near,2025-10-12 1:41:45
426897,2015034,btc.omft.near,2025-10-12 1:41:46
426898,60000,btc.omft.near,2025-10-12 1:41:46
426909,361800,btc.omft.near,2025-10-12 1:44:26
426910,200000000,btc.omft.near,2025-10-12 1:44:26
426932,19000,btc.omft.near,2025-10-12 1:50:26
426933,200000000,btc.omft.near,2025-10-12 1:50:26
426934,351684,btc.omft.near,2025-10-12 1:50:26
